"","factorName","coefficents"
"Person.ID.19732","Person.ID.19732",-1.77650775055091
"Person.ID.19757","Person.ID.19757",0.396737832797906
"Person.ID.19912","Person.ID.19912",-1.63645355011732
"Person.ID.110052","Person.ID.110052",-0.699770185602827
"Person.ID.110072","Person.ID.110072",-19.0911940356113
"Person.ID.110157","Person.ID.110157",-0.964016205554344
"Person.ID.110352","Person.ID.110352",0.478657340832077
"Person.ID.110377","Person.ID.110377",-20.1879034740425
"Person.ID.110387","Person.ID.110387",-1.00713915835835
"Person.ID.110402","Person.ID.110402",-1.94172030406609
"Person.ID.110447","Person.ID.110447",-17.9483590493419
"Person.ID.110472","Person.ID.110472",-19.1487980481922
"Person.ID.110477","Person.ID.110477",-0.196460739596687
"Person.ID.110522","Person.ID.110522",-1.31665916406128
"Person.ID.110577","Person.ID.110577",0.420683054875429
"Person.ID.110592","Person.ID.110592",-1.51564710195431
"Person.ID.110662","Person.ID.110662",-1.41718426437566
"Person.ID.110867","Person.ID.110867",17.6522537910151
"Person.ID.110987","Person.ID.110987",16.1728600094293
"Person.ID.111142","Person.ID.111142",-0.948354926852787
"Person.ID.111247","Person.ID.111247",-1.97841732676603
"Person.ID.111282","Person.ID.111282",-16.7499318501947
"Person.ID.111287","Person.ID.111287",-0.431004562840045
"Person.ID.111302","Person.ID.111302",-19.5648769415047
"Person.ID.111322","Person.ID.111322",16.0977481609963
"Person.ID.111327","Person.ID.111327",-1.66320473300851
"Person.ID.111342","Person.ID.111342",-1.90211748526652
"Person.ID.111427","Person.ID.111427",-18.6180567695951
"Person.ID.111507","Person.ID.111507",-0.00480794534511424
"Person.ID.111552","Person.ID.111552",-0.021070158886479
"Person.ID.111602","Person.ID.111602",-0.386543080362623
"Person.ID.111612","Person.ID.111612",-1.56099655842981
"Person.ID.111617","Person.ID.111617",-0.683641949930122
"Person.ID.111667","Person.ID.111667",-1.88086007416251
"Person.ID.111747","Person.ID.111747",16.7261239487165
"Person.ID.111812","Person.ID.111812",18.4349979169418
"Person.ID.111837","Person.ID.111837",-0.260811458855351
"Person.ID.111907","Person.ID.111907",-19.9825515724756
"Person.ID.112002","Person.ID.112002",17.6383331726681
"Person.ID.112177","Person.ID.112177",-0.826875593905518
"Person.ID.112282","Person.ID.112282",-1.51196865182154
"Person.ID.112527","Person.ID.112527",15.9038796404198
"Person.ID.112542","Person.ID.112542",17.7280703002304
"Person.ID.112677","Person.ID.112677",-18.992054256848
"Person.ID.112887","Person.ID.112887",-1.92016585041659
"Person.ID.112892","Person.ID.112892",-0.55874255954678
"Person.ID.112917","Person.ID.112917",-0.841511295696286
"Person.ID.112932","Person.ID.112932",0.164897887420081
"Person.ID.112957","Person.ID.112957",1.51170630394926
"Person.ID.113042","Person.ID.113042",-1.28370725417944
"Person.ID.113102","Person.ID.113102",-1.31580342534862
"Person.ID.113192","Person.ID.113192",-1.38976556142067
"Person.ID.113397","Person.ID.113397",0.643603612277158
"Person.ID.113512","Person.ID.113512",-2.99394287723462
"Person.ID.113552","Person.ID.113552",-17.9619470520157
"Person.ID.113612","Person.ID.113612",-1.76882683186541
"Person.ID.113682","Person.ID.113682",-0.932519252469072
"Person.ID.113812","Person.ID.113812",-0.732649305429974
"Person.ID.113817","Person.ID.113817",35.067137324512
"Person.ID.114112","Person.ID.114112",-1.86373581924079
"Person.ID.114152","Person.ID.114152",-1.02459939842892
"Person.ID.114187","Person.ID.114187",35.2164665927653
"Person.ID.114212","Person.ID.114212",-0.177229854125134
"Person.ID.114267","Person.ID.114267",-0.612266009720799
"Person.ID.114277","Person.ID.114277",17.7618674573077
"Person.ID.114417","Person.ID.114417",0.70573237827346
"Person.ID.114487","Person.ID.114487",-1.29920698630717
"Person.ID.114507","Person.ID.114507",-0.756243028230238
"Person.ID.114512","Person.ID.114512",-1.23467683370751
"Person.ID.114532","Person.ID.114532",-0.7825740667355
"Person.ID.114547","Person.ID.114547",-17.7834506428349
"Person.ID.114612","Person.ID.114612",0.530766951045518
"Person.ID.114737","Person.ID.114737",16.8768828712517
"Person.ID.114777","Person.ID.114777",-0.652071415794913
"Person.ID.114782","Person.ID.114782",-1.71580009578925
"Person.ID.114832","Person.ID.114832",-3.09921716040546
"Person.ID.114957","Person.ID.114957",0.198162826130307
"Person.ID.115047","Person.ID.115047",-1.0319480019121
"Person.ID.115187","Person.ID.115187",-1.04071053699025
"Person.ID.115242","Person.ID.115242",-1.28296345084617
"Person.ID.115282","Person.ID.115282",-1.21206406032144
"Person.ID.115287","Person.ID.115287",-2.22664387889197
"Person.ID.115467","Person.ID.115467",0.0557239021389519
"Person.ID.115532","Person.ID.115532",-1.04075058100994
"Person.ID.115632","Person.ID.115632",-1.76110650352018
"Person.ID.115767","Person.ID.115767",16.8541654805584
"Person.ID.115927","Person.ID.115927",-1.1976391502876
"Person.ID.116012","Person.ID.116012",0.738166502055665
"Person.ID.116137","Person.ID.116137",1.21565753297027
"Person.ID.116227","Person.ID.116227",-1.39707700667052
"Person.ID.116302","Person.ID.116302",16.9563224397983
"Person.ID.116332","Person.ID.116332",-19.5399012567564
"Person.ID.116582","Person.ID.116582",0.00272128370853901
"Person.ID.116632","Person.ID.116632",-0.851934300994334
"Person.ID.116642","Person.ID.116642",-2.5975375409846
"Person.ID.116647","Person.ID.116647",16.8758907177858
"Person.ID.116892","Person.ID.116892",-19.2456320116824
"Person.ID.116987","Person.ID.116987",-1.22753209158282
"Person.ID.117282","Person.ID.117282",-3.06473619554281
"Person.ID.117342","Person.ID.117342",1.94084869691282
"Person.ID.117617","Person.ID.117617",-1.63503000434808
"Person.ID.117622","Person.ID.117622",-0.27486633405209
"Person.ID.117657","Person.ID.117657",-0.852591364489906
"Person.ID.117762","Person.ID.117762",17.9300578488877
"Person.ID.117772","Person.ID.117772",-0.714889347249862
"Person.ID.117877","Person.ID.117877",-1.93264693178036
"Person.ID.117947","Person.ID.117947",34.6315479385838
"Person.ID.118237","Person.ID.118237",1.27842513706334
"Person.ID.118377","Person.ID.118377",-1.25666359113784
"Person.ID.118567","Person.ID.118567",-1.04212915320496
"Person.ID.118722","Person.ID.118722",-18.1633590204668
"Person.ID.118732","Person.ID.118732",-1.00563568303979
"Person.ID.118752","Person.ID.118752",-0.716824199190794
"Person.ID.118757","Person.ID.118757",-19.4712974495273
"Person.ID.118832","Person.ID.118832",-2.21954831119913
"Person.ID.119072","Person.ID.119072",-18.5325253266445
"Person.ID.119082","Person.ID.119082",-1.45691599660482
"Person.ID.119287","Person.ID.119287",-2.19042878584347
"Person.ID.119347","Person.ID.119347",-0.736027914941081
"Person.ID.119362","Person.ID.119362",-0.834066995547225
"Person.ID.119517","Person.ID.119517",-1.80366417732098
"Person.ID.119627","Person.ID.119627",-19.6443077967762
"Person.ID.119897","Person.ID.119897",-1.31763126361492
"Person.ID.119922","Person.ID.119922",-18.8907138163842
"Person.ID.119967","Person.ID.119967",-1.93122994140168
"Person.ID.119997","Person.ID.119997",-0.653320628114667
"Person.ID.120007","Person.ID.120007",-0.830802435600211
"Person.ID.120012","Person.ID.120012",-1.33748354955398
"Person.ID.120122","Person.ID.120122",-1.88517419396566
"Person.ID.120202","Person.ID.120202",-0.7395734165034
"Person.ID.120342","Person.ID.120342",17.7033101116373
"Person.ID.120357","Person.ID.120357",-3.728897416
"Person.ID.120472","Person.ID.120472",-1.8709126503784
"Person.ID.120497","Person.ID.120497",0.0735798106561775
"Person.ID.120657","Person.ID.120657",17.4300680545224
"Person.ID.120722","Person.ID.120722",-19.5548826318175
"Person.ID.120907","Person.ID.120907",-19.1451850724323
"Person.ID.120927","Person.ID.120927",-0.0252162769685686
"Person.ID.120937","Person.ID.120937",-1.65099850226287
"Person.ID.121132","Person.ID.121132",-2.64500770114347
"Person.ID.121137","Person.ID.121137",-19.2016776811879
"Person.ID.121732","Person.ID.121732",-2.07359775832524
"Person.ID.121877","Person.ID.121877",-0.662115585704179
"Person.ID.122002","Person.ID.122002",-1.40329008122086
"Person.ID.122077","Person.ID.122077",1.29555040286955
"Person.ID.122097","Person.ID.122097",-1.3489946403668
"Person.ID.122202","Person.ID.122202",-1.31932171882775
"Person.ID.122292","Person.ID.122292",1.13622846078694
"Person.ID.122297","Person.ID.122297",-19.03929021074
"Person.ID.122322","Person.ID.122322",-18.1654775852711
"Person.ID.122582","Person.ID.122582",16.6270570756644
"Person.ID.122672","Person.ID.122672",-1.79572750981341
"Person.ID.122707","Person.ID.122707",-0.301354530840409
"Person.ID.122767","Person.ID.122767",-1.4904488222809
"Person.ID.122792","Person.ID.122792",-1.70867856446579
"Person.ID.122807","Person.ID.122807",-18.725518277458
"Person.ID.122812","Person.ID.122812",-2.2098098249502
"Person.ID.122847","Person.ID.122847",-2.35853528467872
"Person.ID.122917","Person.ID.122917",0.331081067059113
"Person.ID.122972","Person.ID.122972",-19.4773973911211
"Person.ID.122982","Person.ID.122982",-0.883506306194306
"Person.ID.122987","Person.ID.122987",-0.0561444462883638
"Person.ID.123342","Person.ID.123342",-0.74068152843065
"Person.ID.123412","Person.ID.123412",-2.49398361691332
"Person.ID.123437","Person.ID.123437",-0.310435067809592
"Person.ID.123442","Person.ID.123442",-0.31979484380247
"Person.ID.123452","Person.ID.123452",13.007393795258
"Person.ID.123512","Person.ID.123512",-1.31367343430472
"Person.ID.123872","Person.ID.123872",17.2802430938374
"Person.ID.123912","Person.ID.123912",-17.5051430986586
"Person.ID.123982","Person.ID.123982",17.5582671939828
"Person.ID.123997","Person.ID.123997",-1.59046213992664
"Person.ID.124017","Person.ID.124017",-0.523889568179114
"Person.ID.124087","Person.ID.124087",-2.16777763380944
"Person.ID.124252","Person.ID.124252",0.121097823667803
"Person.ID.124257","Person.ID.124257",-0.880357141806562
"Person.ID.124267","Person.ID.124267",16.4094862130664
"Person.ID.124352","Person.ID.124352",-0.199344674480033
"Person.ID.124392","Person.ID.124392",16.7855950718311
"Person.ID.124542","Person.ID.124542",-1.35724738349202
"Person.ID.124552","Person.ID.124552",-19.3453276875022
"Person.ID.124572","Person.ID.124572",-17.5465580909112
"Person.ID.124577","Person.ID.124577",-1.46677396120866
"Person.ID.124627","Person.ID.124627",-1.46012882705558
"Person.ID.124892","Person.ID.124892",-19.0269992978446
"Person.ID.125052","Person.ID.125052",-0.220757761710628
"Person.ID.125117","Person.ID.125117",-2.92846366025804
"Person.ID.125137","Person.ID.125137",-19.5463066912533
"Person.ID.125207","Person.ID.125207",-2.08818152443546
"Person.ID.125217","Person.ID.125217",-1.08481896420023
"Person.ID.125272","Person.ID.125272",-18.7177040177738
"Person.ID.125342","Person.ID.125342",-0.898831634441246
"Person.ID.125662","Person.ID.125662",-1.19246526953335
"Person.ID.125677","Person.ID.125677",-19.6097579415785
"Person.ID.125947","Person.ID.125947",-0.163215730545033
"Person.ID.126107","Person.ID.126107",-2.1393968867499
"Person.ID.126352","Person.ID.126352",-0.29007839321045
"Person.ID.126502","Person.ID.126502",-2.04435366889838
"Person.ID.126667","Person.ID.126667",-19.0507608536905
"Person.ID.126862","Person.ID.126862",16.9653198069212
"Person.ID.126877","Person.ID.126877",-1.24010066415807
"Person.ID.126882","Person.ID.126882",-2.10486937477046
"Person.ID.126962","Person.ID.126962",-19.0742463118474
"Person.ID.127102","Person.ID.127102",18.4197846395992
"Person.ID.127192","Person.ID.127192",-1.73713948086107
"Person.ID.127307","Person.ID.127307",0.335679432701087
"Person.ID.127317","Person.ID.127317",17.7668985980764
"Person.ID.127352","Person.ID.127352",-0.639300717715844
"Person.ID.127372","Person.ID.127372",-1.76759234672609
"Person.ID.127502","Person.ID.127502",-0.372742798227792
"Person.ID.127527","Person.ID.127527",-0.0696252644471361
"Person.ID.127572","Person.ID.127572",0.463854478029294
"Person.ID.127632","Person.ID.127632",17.0304440702197
"Person.ID.127757","Person.ID.127757",-0.311073282347581
"Person.ID.128232","Person.ID.128232",15.1512743626545
"Person.ID.128342","Person.ID.128342",-0.850343851798015
"Person.ID.128362","Person.ID.128362",15.7420460022049
"Person.ID.128387","Person.ID.128387",-1.28762795471132
"Person.ID.128412","Person.ID.128412",-18.4888971568746
"Person.ID.128502","Person.ID.128502",0.0528146410168416
"Person.ID.128607","Person.ID.128607",-2.77193426374079
"Person.ID.128622","Person.ID.128622",-1.58346003062635
"Person.ID.128682","Person.ID.128682",-1.76643068119913
"Person.ID.128797","Person.ID.128797",-1.5561019676674
"Person.ID.128807","Person.ID.128807",-18.9994569310342
"Person.ID.128832","Person.ID.128832",-19.228247220947
"Person.ID.129032","Person.ID.129032",-19.4173986679527
"Person.ID.129317","Person.ID.129317",-18.7942945443668
"Person.ID.129462","Person.ID.129462",-0.368169354356557
"Person.ID.129497","Person.ID.129497",-0.356229010951365
"Person.ID.129512","Person.ID.129512",-1.92258824544892
"Person.ID.129562","Person.ID.129562",-1.25556117229533
"Person.ID.129637","Person.ID.129637",-0.884824133620333
"Person.ID.129797","Person.ID.129797",-19.2559027854101
"Person.ID.130017","Person.ID.130017",0.75580062462559
"Person.ID.130047","Person.ID.130047",0.624976337676835
"Person.ID.130072","Person.ID.130072",17.6072038155554
"Person.ID.130437","Person.ID.130437",-38.8054483612609
"Person.ID.130457","Person.ID.130457",-18.8623959376369
"Person.ID.130467","Person.ID.130467",-19.18388099541
"Person.ID.130527","Person.ID.130527",-1.98689601431427
"Person.ID.130707","Person.ID.130707",17.9402787671598
"Person.ID.130772","Person.ID.130772",0.557078606930842
"Person.ID.130782","Person.ID.130782",-1.37679929241511
"Person.ID.130962","Person.ID.130962",-17.9830279770027
"Person.ID.130977","Person.ID.130977",16.7422936005443
"Person.ID.131067","Person.ID.131067",-0.583117258823768
"Person.ID.131182","Person.ID.131182",-0.970132045814999
"Person.ID.131237","Person.ID.131237",-18.9023661198788
"Person.ID.131322","Person.ID.131322",-0.915165518341257
"Person.ID.131377","Person.ID.131377",-2.04950782905442
"Person.ID.131457","Person.ID.131457",-0.552447438470282
"Person.ID.131592","Person.ID.131592",-0.920389407957128
"Person.ID.131672","Person.ID.131672",-0.71985538637505
"Person.ID.131707","Person.ID.131707",-0.670294726042366
"Person.ID.131722","Person.ID.131722",-1.52018818468844
"Person.ID.131967","Person.ID.131967",-1.33307778158781
"Person.ID.132052","Person.ID.132052",0.609173495069161
"Person.ID.132422","Person.ID.132422",-1.17298881797067
"Person.ID.132437","Person.ID.132437",-0.862176087701829
"Person.ID.132457","Person.ID.132457",-2.42810864680942
"Person.ID.132522","Person.ID.132522",-0.427515609662082
"Person.ID.132592","Person.ID.132592",1.54007590475931
"Person.ID.132667","Person.ID.132667",-0.750057491490638
"Person.ID.132672","Person.ID.132672",-1.70862464337466
"Person.ID.132717","Person.ID.132717",16.9425305972774
"Person.ID.132822","Person.ID.132822",-1.28867502108628
"Person.ID.132907","Person.ID.132907",-2.50820933333062
"Person.ID.132952","Person.ID.132952",-0.244073398620608
"Person.ID.133152","Person.ID.133152",17.9857908429593
"Person.ID.133167","Person.ID.133167",-0.33234959771516
"Person.ID.133227","Person.ID.133227",-19.107702096342
"Person.ID.133247","Person.ID.133247",-2.04023033186732
"Person.ID.133312","Person.ID.133312",-1.56396380363615
"Person.ID.133542","Person.ID.133542",15.9398377045514
"Person.ID.133557","Person.ID.133557",-1.00139044081553
"Person.ID.133582","Person.ID.133582",-0.0832387933882572
"Person.ID.133752","Person.ID.133752",0.161476243200592
"Person.ID.133812","Person.ID.133812",-0.813913207633104
"Person.ID.134127","Person.ID.134127",16.2008894354672
"Person.ID.134177","Person.ID.134177",0.1326053538903
"Person.ID.134182","Person.ID.134182",-1.67031451746612
"Person.ID.134417","Person.ID.134417",16.1338631012417
"Person.ID.134447","Person.ID.134447",-3.04467536984162
"Person.ID.134502","Person.ID.134502",-3.15703917749661
"Person.ID.134537","Person.ID.134537",-18.2949945540272
"Person.ID.134617","Person.ID.134617",-0.64113727362425
"Person.ID.134677","Person.ID.134677",17.4275093340261
"Person.ID.134737","Person.ID.134737",0.442715402334998
"Person.ID.135137","Person.ID.135137",-0.313987089697517
"Person.ID.135357","Person.ID.135357",-0.107313318165706
"Person.ID.135382","Person.ID.135382",0.627899738018556
"Person.ID.135422","Person.ID.135422",16.9508673666772
"Person.ID.135512","Person.ID.135512",-1.28462881437903
"Person.ID.135542","Person.ID.135542",-19.050994488543
"Person.ID.135547","Person.ID.135547",-0.794154121501858
"Person.ID.135562","Person.ID.135562",-0.96215842375411
"Person.ID.135602","Person.ID.135602",-1.57660261980837
"Person.ID.135867","Person.ID.135867",-1.85666253921587
"Person.ID.136042","Person.ID.136042",-1.1352813113086
"Person.ID.136047","Person.ID.136047",17.510658672004
"Person.ID.136187","Person.ID.136187",-0.380898249987328
"Person.ID.136217","Person.ID.136217",-1.52119410379363
"Person.ID.136252","Person.ID.136252",1.38739320602032
"Person.ID.136472","Person.ID.136472",17.7361625202591
"Person.ID.136527","Person.ID.136527",-0.28416401663159
"Person.ID.136652","Person.ID.136652",-1.69784355141036
"Person.ID.136827","Person.ID.136827",17.554989809662
"Person.ID.137242","Person.ID.137242",16.8303484351944
"Person.ID.137302","Person.ID.137302",-0.39436988337851
"Person.ID.137662","Person.ID.137662",-1.24488470607547
"Person.ID.137947","Person.ID.137947",-17.9085437931731
"Person.ID.138457","Person.ID.138457",-19.6912322633636
"Person.ID.138697","Person.ID.138697",-0.264310952690117
"Person.ID.138882","Person.ID.138882",-19.1074094543166
"Person.ID.139202","Person.ID.139202",0.165680193610179
"Person.ID.139212","Person.ID.139212",0.676288156612537
"Person.ID.139272","Person.ID.139272",0.614250509832243
"Person.ID.139277","Person.ID.139277",-1.62212456653851
"Person.ID.139392","Person.ID.139392",-0.796784128406508
"Person.ID.139407","Person.ID.139407",-1.09927579263959
"Person.ID.139457","Person.ID.139457",-1.82966674689932
"Person.ID.139562","Person.ID.139562",15.9468087156892
"Person.ID.139632","Person.ID.139632",-0.715051989073889
"Person.ID.139647","Person.ID.139647",-0.682868169807287
"Person.ID.139812","Person.ID.139812",-1.08937307698345
"Person.ID.139817","Person.ID.139817",0.500022353692496
"Person.ID.139832","Person.ID.139832",-1.50179625082301
"Person.ID.140492","Person.ID.140492",-17.3924424607236
"Person.ID.140572","Person.ID.140572",17.5148216791125
"Person.ID.140697","Person.ID.140697",-1.36750195404073
"Person.ID.140797","Person.ID.140797",-1.48337046787354
"Person.ID.140937","Person.ID.140937",-19.139031614302
"Person.ID.140947","Person.ID.140947",-1.76568514372226
"Person.ID.141012","Person.ID.141012",16.4483981168446
"Person.ID.141032","Person.ID.141032",1.66176950710653
"Person.ID.141912","Person.ID.141912",-0.00867691662779768
"Person.ID.142107","Person.ID.142107",-19.3905676154334
"Person.ID.142322","Person.ID.142322",17.7629701455837
"Person.ID.142932","Person.ID.142932",-0.0528274337954971
"Person.ID.143002","Person.ID.143002",-1.73488214562741
"Person.ID.143562","Person.ID.143562",-19.6978562233074
