People.score,Avg.People.score,A..papers,A.papers,B.papers,C.papers,Dif.countries,Number.people,PHD,Max.years.univ,Grants.succ,Grants.unsucc,Departments,Perc_non_australian
23,7.71775675468,3.85887837734,1.0,3.0,4.0,1.0,1,2,2.0,10.0,1.0,0.0,1,1.0
24,7.43504809146,3.71752404573,0.0,3.0,3.0,1.0,1,2,1.0,20.0,1.0,1.0,2,1.0
25,7.51521590683,7.51521590683,0.0,0.0,0.0,0.0,1,1,0.0,5.0,1.0,4.0,1,1.0
26,7.53511721473,7.53511721473,4.0,3.0,1.0,0.0,1,1,0.0,10.0,1.0,5.0,1,1.0
27,7.51865191473,7.51865191473,0.0,2.0,2.0,0.0,1,1,1.0,10.0,0.0,1.0,1,1.0
28,7.52505518942,7.52505518942,0.0,8.0,4.0,0.0,1,1,1.0,10.0,2.0,7.0,1,0.0
29,8.47494199229,2.11873549807,4.0,8.0,3.0,2.0,2,4,1.0,10.0,3.0,0.0,1,0.5
30,7.52562136767,7.52562136767,0.0,0.0,0.0,0.0,1,1,0.0,5.0,0.0,1.0,1,1.0
31,7.49834489056,3.74917244528,4.0,2.0,3.0,1.0,1,2,2.0,10.0,1.0,2.0,1,1.0
32,7.48030616449,1.24671769408,29.0,24.0,31.0,13.0,2,6,5.0,50.0,4.0,0.0,2,0.833333333333
33,7.50436336152,7.50436336152,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,1,1.0
34,7.49116044532,7.49116044532,8.0,3.0,1.0,0.0,1,1,1.0,5.0,2.0,1.0,1,1.0
35,7.53260399907,7.53260399907,0.0,5.0,2.0,0.0,1,1,0.0,0.0,0.0,2.0,1,1.0
36,7.50614017542,7.50614017542,0.0,3.0,0.0,0.0,1,1,0.0,0.0,1.0,1.0,1,1.0
37,7.52488438355,7.52488438355,10.0,7.0,9.0,1.0,1,1,0.0,10.0,1.0,5.0,1,1.0
38,7.52731818767,7.52731818767,4.0,9.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,1,1.0
39,7.51890719498,7.51890719498,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1.0,2.0,1,1.0
40,7.50660592341,7.50660592341,0.0,2.0,5.0,2.0,1,1,0.0,0.0,1.0,1.0,1,1.0
41,7.49209467848,7.49209467848,7.0,19.0,26.0,13.0,1,1,1.0,15.0,3.0,1.0,1,1.0
42,7.55055011573,1.51011002315,9.0,11.0,14.0,2.0,2,5,4.0,45.0,5.0,4.0,1,0.8
43,7.51767570973,7.51767570973,10.0,19.0,7.0,6.0,1,1,1.0,10.0,1.0,0.0,1,1.0
44,7.50646089722,7.50646089722,9.0,8.0,8.0,4.0,1,1,1.0,10.0,1.0,6.0,1,1.0
45,7.50132736425,7.50132736425,1.0,0.0,9.0,4.0,1,1,0.0,0.0,0.0,1.0,1,1.0
46,7.50761894658,3.75380947329,0.0,2.0,4.0,1.0,1,2,1.0,30.0,1.0,1.0,1,1.0
47,7.52692416791,3.76346208396,10.0,7.0,9.0,1.0,2,2,1.0,15.0,1.0,5.0,1,0.5
48,7.49721225967,7.49721225967,0.0,0.0,0.0,0.0,1,1,1.0,5.0,0.0,3.0,1,1.0
49,7.49486894026,7.49486894026,16.0,15.0,13.0,15.0,1,1,1.0,15.0,2.0,0.0,1,1.0
50,7.50614017542,7.50614017542,0.0,3.0,0.0,0.0,1,1,0.0,0.0,1.0,1.0,1,1.0
51,7.74114196819,7.74114196819,10.0,8.0,8.0,9.0,1,1,0.0,0.0,1.0,0.0,1,0.0
52,7.26869917039,7.26869917039,0.0,0.0,2.0,1.0,1,1,0.0,0.0,0.0,0.0,1,0.0
53,7.49679932317,7.49679932317,1.0,8.0,9.0,5.0,1,1,1.0,20.0,1.0,0.0,1,1.0
54,7.55022973645,3.77511486822,3.0,4.0,3.0,1.0,1,2,0.0,10.0,1.0,1.0,2,1.0
55,7.7506564567,7.7506564567,16.0,21.0,24.0,6.0,1,1,1.0,5.0,1.0,5.0,1,1.0
56,7.25988785775,7.25988785775,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0
57,7.50436336152,inf,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
58,7.5039615331,7.5039615331,1.0,0.0,1.0,3.0,1,1,1.0,20.0,0.0,0.0,1,0.0
59,7.50436336152,inf,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
60,7.51254122623,7.51254122623,0.0,1.0,2.0,1.0,0,1,0.0,0.0,0.0,0.0,0,0.0
61,7.50436336152,inf,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
62,7.49902985246,3.74951492623,0.0,2.0,3.0,3.0,1,2,2.0,15.0,0.0,3.0,1,1.0
63,7.53511721473,7.53511721473,4.0,3.0,1.0,0.0,1,1,0.0,10.0,1.0,5.0,1,1.0
64,7.50436336152,7.50436336152,1.0,1.0,0.0,2.0,1,1,0.0,10.0,0.0,1.0,1,1.0
65,7.5051772024,7.5051772024,4.0,17.0,0.0,3.0,1,1,1.0,15.0,0.0,1.0,1,1.0
66,7.53383485451,7.53383485451,3.0,4.0,2.0,1.0,1,1,1.0,5.0,0.0,5.0,1,1.0
67,7.53171543605,1.88292885901,4.0,27.0,55.0,26.0,1,4,1.0,30.0,2.0,2.0,2,1.0
68,7.48790805665,7.48790805665,16.0,13.0,8.0,0.0,1,1,1.0,20.0,2.0,0.0,1,1.0
69,7.49244128364,7.49244128364,11.0,1.0,2.0,0.0,1,1,1.0,5.0,0.0,1.0,1,0.0
70,7.46605917407,1.86651479352,37.0,40.0,17.0,4.0,2,4,4.0,45.0,5.0,5.0,1,0.75
71,7.51394328536,7.51394328536,1.0,5.0,0.0,2.0,1,1,0.0,20.0,1.0,1.0,1,1.0
72,7.51767570973,7.51767570973,10.0,19.0,7.0,6.0,1,1,1.0,10.0,1.0,0.0,1,1.0
73,7.50638747192,7.50638747192,10.0,4.0,2.0,0.0,1,1,0.0,0.0,0.0,0.0,1,1.0
74,7.50436336152,7.50436336152,0.0,0.0,1.0,0.0,1,1,0.0,0.0,1.0,0.0,1,1.0
75,7.52403167831,3.76201583915,2.0,2.0,1.0,0.0,1,2,0.0,15.0,3.0,0.0,1,1.0
76,7.26053864403,7.26053864403,0.0,2.0,1.0,3.0,1,1,0.0,0.0,0.0,1.0,1,1.0
77,7.52065299568,7.52065299568,9.0,11.0,4.0,2.0,1,1,0.0,15.0,0.0,2.0,1,1.0
78,7.52505518942,7.52505518942,0.0,8.0,4.0,0.0,1,1,1.0,10.0,2.0,7.0,1,0.0
79,7.7506564567,7.7506564567,16.0,21.0,24.0,6.0,1,1,1.0,5.0,1.0,5.0,1,1.0
80,7.50818777248,1.87704694312,7.0,20.0,20.0,7.0,2,4,2.0,50.0,1.0,2.0,3,0.75
81,7.49930121796,3.74965060898,4.0,4.0,0.0,0.0,1,2,2.0,20.0,1.0,0.0,2,1.0
82,7.5109514183,7.5109514183,1.0,1.0,1.0,0.0,1,1,1.0,15.0,2.0,1.0,1,1.0
83,7.50436336152,7.50436336152,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,1,1.0
84,7.49978595087,7.49978595087,0.0,1.0,0.0,0.0,1,1,1.0,5.0,1.0,1.0,1,1.0
85,7.50949840383,7.50949840383,0.0,0.0,1.0,3.0,1,1,1.0,5.0,0.0,2.0,1,0.0
86,7.7506564567,7.7506564567,16.0,21.0,24.0,6.0,1,1,1.0,5.0,1.0,5.0,1,1.0
87,7.50617205456,7.50617205456,0.0,0.0,0.0,1.0,1,1,1.0,10.0,1.0,1.0,1,0.0
88,7.49209467848,7.49209467848,7.0,19.0,26.0,13.0,1,1,1.0,15.0,3.0,1.0,1,1.0
89,7.50436336152,inf,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
90,7.53904552056,7.53904552056,10.0,6.0,8.0,1.0,1,1,1.0,10.0,1.0,6.0,1,0.0
91,7.49280990452,7.49280990452,3.0,6.0,3.0,1.0,1,1,0.0,0.0,3.0,2.0,1,1.0
92,7.53182694438,7.53182694438,4.0,1.0,3.0,3.0,1,1,1.0,15.0,0.0,2.0,1,0.0
93,7.54323673422,7.54323673422,0.0,0.0,0.0,0.0,1,1,1.0,5.0,0.0,2.0,1,1.0
94,7.50648339937,3.75324169968,3.0,1.0,1.0,0.0,1,2,1.0,5.0,2.0,0.0,2,1.0
95,7.74143362623,3.87071681312,7.0,10.0,3.0,1.0,2,2,2.0,20.0,1.0,1.0,2,0.5
96,7.50436336152,inf,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
97,7.43548721257,2.47849573752,12.0,11.0,5.0,8.0,2,3,2.0,25.0,1.0,1.0,3,0.666666666667
98,7.49554753676,7.49554753676,0.0,1.0,1.0,2.0,1,1,1.0,5.0,1.0,0.0,1,1.0
99,7.27460101827,7.27460101827,0.0,0.0,0.0,0.0,1,1,1.0,20.0,0.0,1.0,1,0.0
100,7.7315148288,7.7315148288,0.0,4.0,4.0,0.0,1,1,1.0,5.0,0.0,1.0,1,0.0
101,7.50791917976,7.50791917976,0.0,2.0,3.0,0.0,1,1,0.0,5.0,0.0,1.0,1,1.0
102,7.7569433845,2.58564779483,1.0,4.0,5.0,1.0,1,3,1.0,20.0,2.0,0.0,2,1.0
103,7.50436336152,inf,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
104,7.49567557545,2.49855852515,4.0,10.0,8.0,0.0,1,3,3.0,30.0,1.0,0.0,1,1.0
105,7.49367668901,7.49367668901,0.0,0.0,0.0,0.0,1,1,0.0,5.0,1.0,0.0,1,0.0
106,7.4925365233,7.4925365233,2.0,3.0,6.0,0.0,1,1,1.0,15.0,0.0,0.0,1,0.0
107,7.50436336152,7.50436336152,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,1,1.0
108,7.50271889252,2.50090629751,1.0,1.0,2.0,3.0,2,3,1.0,5.0,1.0,4.0,3,0.666666666667
109,7.73612788525,7.73612788525,1.0,0.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,1,0.0
110,7.72348967262,3.86174483631,9.0,4.0,2.0,2.0,2,2,2.0,15.0,1.0,0.0,2,0.5
111,7.51547933946,7.51547933946,3.0,3.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,1,1.0
112,7.50436336152,inf,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
113,7.52486095502,7.52486095502,1.0,6.0,6.0,1.0,1,1,1.0,0.0,1.0,5.0,1,0.0
114,8.01880723355,2.00470180839,10.0,19.0,25.0,6.0,1,4,0.0,25.0,3.0,0.0,2,1.0
115,7.46887013044,2.48962337681,0.0,8.0,7.0,1.0,3,3,3.0,35.0,1.0,0.0,2,0.333333333333
116,7.73256925386,7.73256925386,0.0,0.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,1,0.0
117,7.51744470074,7.51744470074,2.0,6.0,9.0,2.0,1,1,0.0,0.0,0.0,1.0,1,1.0
118,7.50517846174,3.75258923087,8.0,5.0,0.0,3.0,1,2,1.0,20.0,0.0,2.0,1,1.0
119,7.52148156664,7.52148156664,4.0,3.0,2.0,1.0,1,1,0.0,0.0,1.0,1.0,1,0.0
120,7.2891833938,7.2891833938,0.0,0.0,0.0,0.0,1,1,0.0,5.0,0.0,2.0,1,1.0
121,7.7506564567,7.7506564567,16.0,21.0,24.0,6.0,1,1,1.0,5.0,1.0,5.0,1,1.0
122,7.50436336152,7.50436336152,7.0,5.0,7.0,7.0,1,1,1.0,15.0,1.0,0.0,1,1.0
123,7.71976764251,3.85988382126,4.0,4.0,6.0,1.0,1,2,1.0,20.0,3.0,1.0,1,1.0
124,7.77009020115,2.59003006705,1.0,0.0,6.0,0.0,2,3,1.0,10.0,1.0,0.0,1,0.5
125,7.51691350438,7.51691350438,2.0,1.0,0.0,0.0,1,1,0.0,5.0,0.0,2.0,1,1.0
126,7.50928118475,7.50928118475,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,1,1.0
127,7.49819707885,3.74909853943,4.0,3.0,4.0,3.0,1,2,2.0,20.0,1.0,2.0,1,1.0
128,7.50632635359,7.50632635359,12.0,10.0,5.0,0.0,1,1,1.0,5.0,1.0,1.0,1,0.0
129,7.54641633493,3.77320816746,10.0,6.0,8.0,1.0,2,2,2.0,15.0,1.0,7.0,1,0.5
130,7.49631385636,7.49631385636,0.0,2.0,0.0,1.0,1,1,1.0,10.0,0.0,2.0,1,1.0
131,7.50052080635,7.50052080635,7.0,1.0,2.0,0.0,1,1,1.0,15.0,0.0,1.0,1,1.0
132,7.55096951238,3.77548475619,10.0,6.0,8.0,1.0,1,2,1.0,15.0,2.0,6.0,1,0.0
133,7.51476570276,7.51476570276,6.0,5.0,2.0,0.0,1,1,1.0,15.0,1.0,1.0,1,0.0
134,7.51394328536,7.51394328536,1.0,5.0,0.0,2.0,1,1,0.0,20.0,1.0,1.0,1,1.0
135,7.51691350438,7.51691350438,2.0,1.0,0.0,0.0,1,1,0.0,5.0,0.0,2.0,1,1.0
136,7.50160784557,3.75080392278,1.0,4.0,4.0,0.0,1,2,1.0,30.0,2.0,1.0,2,1.0
137,7.53182694438,7.53182694438,4.0,1.0,3.0,3.0,1,1,1.0,15.0,0.0,2.0,1,0.0
138,7.4983115968,7.4983115968,0.0,0.0,12.0,4.0,1,1,1.0,5.0,1.0,2.0,1,0.0
139,7.49830936939,3.7491546847,0.0,2.0,3.0,1.0,1,2,2.0,25.0,2.0,0.0,1,1.0
140,7.51534086843,7.51534086843,3.0,10.0,4.0,1.0,1,1,1.0,15.0,0.0,2.0,1,1.0
141,7.26076394473,7.26076394473,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0
142,7.52505518942,7.52505518942,0.0,8.0,4.0,0.0,1,1,1.0,10.0,2.0,7.0,1,0.0
143,7.475313167,7.475313167,17.0,9.0,2.0,4.0,1,1,1.0,15.0,0.0,0.0,1,1.0
144,7.75482617642,7.75482617642,0.0,0.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,1,0.0
145,7.02366932852,3.51183466426,0.0,0.0,2.0,0.0,1,2,1.0,10.0,0.0,1.0,1,1.0
146,7.5095112179,7.5095112179,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,1.0,1,1.0
147,7.52590419543,7.52590419543,0.0,2.0,4.0,2.0,1,1,0.0,20.0,0.0,1.0,1,0.0
148,7.49555742938,7.49555742938,3.0,2.0,0.0,1.0,1,1,1.0,5.0,0.0,2.0,1,1.0
149,7.51796517234,7.51796517234,0.0,0.0,1.0,13.0,1,1,1.0,5.0,0.0,1.0,1,1.0
150,7.50436336152,inf,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
151,7.46981822375,7.46981822375,0.0,5.0,5.0,5.0,1,1,1.0,5.0,0.0,2.0,1,0.0
152,7.49701716336,7.49701716336,0.0,1.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1.0
153,7.52074606845,7.52074606845,2.0,1.0,0.0,10.0,1,1,0.0,5.0,0.0,2.0,1,0.0
154,7.50735553404,7.50735553404,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0.0,1.0,0,0.0
155,7.52164056683,3.76082028342,1.0,2.0,1.0,0.0,1,2,0.0,5.0,1.0,0.0,1,1.0
156,7.52381416597,3.76190708299,1.0,0.0,0.0,0.0,1,2,1.0,20.0,0.0,5.0,1,1.0
157,7.50436336152,inf,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
158,7.53011596638,7.53011596638,2.0,0.0,0.0,0.0,1,1,0.0,0.0,1.0,0.0,1,0.0
159,7.52505518942,7.52505518942,0.0,8.0,4.0,0.0,1,1,1.0,10.0,2.0,7.0,1,0.0
160,7.53198022803,3.76599011401,1.0,6.0,6.0,1.0,2,2,2.0,10.0,1.0,5.0,2,0.5
161,7.50436336152,inf,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
162,7.27884064147,7.27884064147,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,2.0,1,1.0
163,7.52637845378,3.76318922689,3.0,2.0,0.0,0.0,1,2,0.0,15.0,1.0,0.0,2,1.0
164,7.73826614211,7.73826614211,1.0,16.0,7.0,3.0,1,1,1.0,20.0,2.0,0.0,1,1.0
165,7.50436336152,7.50436336152,0.0,0.0,0.0,0.0,1,1,1.0,5.0,1.0,0.0,1,1.0
166,7.51682078381,7.51682078381,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1.0,1.0,1,1.0
167,7.50436336152,7.50436336152,2.0,1.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,1,1.0
168,7.51538902156,3.75769451078,22.0,2.0,2.0,1.0,1,2,1.0,25.0,1.0,0.0,1,1.0
169,7.51501721734,7.51501721734,8.0,7.0,6.0,0.0,1,1,1.0,10.0,0.0,1.0,1,1.0
170,7.53638900805,3.76819450403,0.0,1.0,2.0,0.0,2,2,0.0,5.0,1.0,0.0,1,0.5
171,7.4779952424,7.4779952424,15.0,1.0,3.0,0.0,1,1,1.0,5.0,1.0,1.0,1,1.0
172,7.50436336152,inf,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
173,7.48664424493,7.48664424493,7.0,4.0,4.0,0.0,1,1,1.0,15.0,1.0,0.0,1,0.0
174,7.49764946081,7.49764946081,1.0,1.0,1.0,0.0,1,1,0.0,0.0,1.0,1.0,1,1.0
175,7.47946299753,7.47946299753,0.0,1.0,3.0,1.0,1,1,1.0,5.0,1.0,1.0,1,1.0
176,7.49614291684,7.49614291684,0.0,1.0,0.0,0.0,1,1,1.0,15.0,0.0,2.0,1,0.0
177,7.52174051309,7.52174051309,4.0,8.0,6.0,2.0,1,1,1.0,20.0,2.0,0.0,1,0.0
178,7.51205244774,3.75602622387,2.0,7.0,6.0,3.0,1,2,1.0,15.0,1.0,1.0,1,1.0
179,7.96770626144,7.96770626144,9.0,0.0,1.0,0.0,1,1,1.0,5.0,0.0,0.0,1,1.0
180,7.52505518942,7.52505518942,0.0,8.0,4.0,0.0,1,1,1.0,10.0,2.0,7.0,1,0.0
181,7.51909042539,7.51909042539,0.0,1.0,4.0,0.0,1,1,0.0,20.0,0.0,1.0,1,1.0
182,7.5005584328,2.50018614427,4.0,14.0,11.0,6.0,1,3,0.0,0.0,0.0,3.0,1,1.0
183,7.49841321963,7.49841321963,0.0,1.0,0.0,0.0,1,1,1.0,5.0,0.0,1.0,1,1.0
184,7.48301830435,3.74150915217,0.0,7.0,2.0,1.0,2,2,2.0,10.0,1.0,1.0,2,0.0
185,7.53904552056,7.53904552056,10.0,6.0,8.0,1.0,1,1,1.0,10.0,1.0,6.0,1,0.0
186,7.79693563257,1.55938712651,21.0,13.0,11.0,3.0,2,5,3.0,50.0,4.0,3.0,1,0.75
187,7.52369277819,7.52369277819,0.0,7.0,7.0,0.0,1,1,0.0,0.0,0.0,1.0,1,1.0
188,7.50321148559,7.50321148559,0.0,2.0,3.0,3.0,1,1,1.0,5.0,0.0,3.0,1,1.0
189,7.50770320025,7.50770320025,0.0,3.0,5.0,0.0,1,1,1.0,0.0,1.0,0.0,1,1.0
190,7.50436336152,7.50436336152,0.0,6.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,1,1.0
191,7.56162941652,7.56162941652,1.0,0.0,4.0,0.0,1,1,1.0,10.0,0.0,3.0,1,1.0
192,7.50436336152,inf,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
193,7.51263898416,7.51263898416,4.0,3.0,4.0,3.0,1,1,1.0,10.0,0.0,2.0,1,1.0
194,7.49644354131,3.74822177065,0.0,0.0,1.0,0.0,2,2,2.0,10.0,0.0,2.0,2,0.5
195,7.51957487724,7.51957487724,4.0,0.0,1.0,1.0,1,1,1.0,0.0,0.0,4.0,1,0.0
196,7.50112964528,7.50112964528,0.0,0.0,2.0,12.0,1,1,1.0,20.0,1.0,0.0,1,1.0
197,7.75832697029,7.75832697029,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,1,1.0
198,7.55696364359,3.77848182179,8.0,6.0,1.0,2.0,1,2,1.0,10.0,0.0,7.0,1,1.0
199,7.50436336152,inf,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
200,7.54473986126,7.54473986126,2.0,13.0,13.0,3.0,1,1,1.0,5.0,0.0,7.0,1,1.0
201,7.50436336152,7.50436336152,2.0,4.0,2.0,1.0,1,1,1.0,5.0,2.0,0.0,1,1.0
202,7.47361918525,7.47361918525,0.0,0.0,0.0,0.0,1,1,1.0,5.0,3.0,0.0,1,1.0
203,7.49444020563,7.49444020563,0.0,4.0,0.0,0.0,1,1,1.0,10.0,0.0,1.0,1,1.0
204,7.50049569779,7.50049569779,7.0,1.0,2.0,0.0,1,1,1.0,5.0,1.0,0.0,1,1.0
205,7.27355606129,7.27355606129,0.0,2.0,2.0,1.0,1,1,0.0,0.0,0.0,1.0,1,1.0
206,8.01019301059,2.00254825265,10.0,16.0,48.0,9.0,2,4,2.0,35.0,3.0,0.0,2,0.666666666667
207,7.49545225546,7.49545225546,9.0,7.0,3.0,0.0,1,1,0.0,20.0,1.0,1.0,1,1.0
208,7.51990861265,7.51990861265,0.0,0.0,2.0,0.0,1,1,0.0,0.0,1.0,3.0,1,1.0
209,7.49455072061,7.49455072061,0.0,2.0,9.0,3.0,1,1,1.0,20.0,2.0,3.0,1,0.0
210,7.50703841856,3.75351920928,6.0,10.0,7.0,6.0,1,2,1.0,10.0,1.0,2.0,1,0.0
211,7.48944091391,7.48944091391,1.0,7.0,4.0,0.0,1,1,1.0,5.0,1.0,1.0,1,0.0
212,7.50740886042,7.50740886042,3.0,1.0,0.0,0.0,1,1,0.0,0.0,1.0,1.0,1,1.0
213,7.48652304304,7.48652304304,1.0,1.0,1.0,1.0,0,1,1.0,0.0,1.0,0.0,1,0.0
214,7.50436336152,7.50436336152,1.0,3.0,1.0,1.0,1,1,0.0,0.0,1.0,0.0,1,0.0
215,7.50524564265,7.50524564265,5.0,13.0,5.0,4.0,1,1,0.0,0.0,0.0,1.0,1,0.0
216,7.51203496039,7.51203496039,6.0,2.0,2.0,0.0,1,1,1.0,10.0,1.0,1.0,1,1.0
217,7.44748089437,1.06392584205,9.0,26.0,8.0,0.0,2,7,5.0,55.0,3.0,3.0,2,0.8
218,7.52425087326,7.52425087326,8.0,5.0,2.0,1.0,1,1,1.0,10.0,0.0,0.0,1,1.0
219,7.69401226906,1.92350306726,8.0,19.0,24.0,6.0,3,4,3.0,35.0,1.0,0.0,2,0.5
220,7.7506564567,7.7506564567,16.0,21.0,24.0,6.0,1,1,1.0,5.0,1.0,5.0,1,1.0
221,7.48812528681,2.49604176227,29.0,10.0,13.0,5.0,3,3,1.0,5.0,1.0,0.0,1,0.333333333333
222,7.50436336152,7.50436336152,0.0,3.0,8.0,4.0,1,1,0.0,0.0,0.0,1.0,1,0.0
223,7.50436336152,inf,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
224,7.50436336152,inf,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
225,7.28493111932,1.82123277983,12.0,25.0,9.0,6.0,1,4,2.0,30.0,2.0,3.0,1,1.0
226,7.51263898416,7.51263898416,4.0,3.0,4.0,3.0,1,1,1.0,10.0,0.0,2.0,1,1.0
227,7.50181284759,7.50181284759,3.0,8.0,1.0,0.0,1,1,1.0,10.0,0.0,1.0,1,0.0
228,7.49461053424,3.74730526712,4.0,10.0,4.0,6.0,1,2,1.0,5.0,0.0,3.0,1,1.0
229,7.48262328203,3.74131164102,0.0,0.0,0.0,0.0,1,2,1.0,15.0,0.0,0.0,1,1.0
230,7.45138078499,3.72569039249,3.0,3.0,0.0,1.0,1,2,2.0,25.0,2.0,1.0,1,0.0
231,7.52764696901,3.7638234845,8.0,5.0,4.0,0.0,1,2,0.0,15.0,4.0,0.0,2,1.0
232,7.49578930288,7.49578930288,0.0,2.0,0.0,0.0,1,1,1.0,15.0,1.0,0.0,1,1.0
233,7.48012838499,7.48012838499,2.0,4.0,2.0,3.0,1,1,1.0,0.0,1.0,0.0,1,1.0
234,7.51666754392,3.75833377196,0.0,0.0,0.0,0.0,1,2,1.0,5.0,0.0,5.0,1,1.0
235,7.26263333541,7.26263333541,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,1.0,1,1.0
236,7.51828285219,7.51828285219,3.0,4.0,3.0,0.0,1,1,0.0,0.0,1.0,0.0,1,0.0
237,7.50543024667,7.50543024667,0.0,5.0,0.0,0.0,1,1,1.0,5.0,0.0,2.0,1,1.0
238,7.53904552056,7.53904552056,10.0,6.0,8.0,1.0,1,1,1.0,10.0,1.0,6.0,1,0.0
